name	rel_ea	dbg_ea	is_inline	lib	obj
??0iterator@?$reserved_dlist@VPakFile@@@@QAE@PAVPakFile@@@Z	0x006840F0	0x0082DCD0	1		streamer.o
??0iterator@?$reserved_dlist@VQuickTaskDeactivation@@@@QAE@AAV1@@Z	0x0051CD10	0x0065DC00	1		game2.o
??0iterator@?$reserved_dlist@VQuickTaskDeactivation@@@@QAE@PAUdlist_node@1@0@Z	0x0051A790	0x0065DC90	1		game2.o
??0iterator@?$reserved_dlist@VRumbleEffectInstance@@@@QAE@AAV1@@Z	0x004E4DE0	0x0061CF60	1		core.o
??0iterator@?$reserved_dlist@VRumbleEffectInstance@@@@QAE@PAUdlist_node@1@0@Z	0x004E1580	0x0061D030	1		core.o
??0iterator@?$reserved_dlist@VRumbleEffectInstance@@@@QAE@PAVRumbleEffectInstance@@@Z	0x004E17D0	0x0061E5F0	1		core.o
??0iterator@?$reserved_dlist@VRumbleEffectInstance@@@@QAE@XZ	0x004E1560	0x0061CFF0	1		core.o
??0iterator@?$reserved_dlist@VSceneAnimInfo@@@@QAE@AAV1@@Z	0x005607C0	0x006B6190	1		anim.o
??0iterator@?$reserved_dlist@VSceneAnimInfo@@@@QAE@PAUdlist_node@1@0@Z	0x0055EFA0	0x006B6260	1		anim.o
??0iterator@?$reserved_dlist@VSceneAnimInfo@@@@QAE@PAVSceneAnimInfo@@@Z	0x0055EFC0	0x006B62A0	1		anim.o
??0iterator@?$reserved_dlist@VSceneAnimInfo@@@@QAE@XZ	0x0055EF80	0x006B6220	1		anim.o
??0iterator@?$reserved_dlist@VTask@@@@QAE@AAV1@@Z	0x0051C680	0x0065C110	1		game2.o
??0iterator@?$reserved_dlist@VTask@@@@QAE@PAUdlist_node@1@0@Z	0x0051A1D0	0x0065C1A0	1		game2.o
??0iterator@?$reserved_dlist@VTask@@@@QAE@PAVTask@@@Z	0x0051A3F0	0x0065CA70	1		game2.o
??0iterator@?$reserved_dlist@VXAnimTree@@@@QAE@AAV1@@Z	0x00560770	0x006B5D80	1		anim.o
??0iterator@?$reserved_dlist@VXAnimTree@@@@QAE@PAUdlist_node@1@0@Z	0x0055EF10	0x006B5E50	1		anim.o
??0iterator@?$reserved_dlist@VXAnimTree@@@@QAE@PAVXAnimTree@@@Z	0x0055EF30	0x006B5E90	1		anim.o
??0iterator@?$reserved_dlist@VXAnimTree@@@@QAE@XZ	0x0055EEF0	0x006B5E10	1		anim.o
??0iterator@?$reserved_dlist@VtrRefEntity@@@@QAE@AAV1@@Z	0x006ED760	0x008AD4B0	1		render.o
??0iterator@?$reserved_dlist@VtrRefEntity@@@@QAE@PAUdlist_node@1@0@Z	0x006EA480	0x008AD540	1		render.o
??0iterator@?$set@PAV?$collection@PAVInstruction@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$less@PAV?$collection@PAVInstruction@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@AAV0123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAV?$collection@PAVInstruction@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$less@PAV?$collection@PAVInstruction@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@PAVnode@123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAV?$collection@PAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$less@PAV?$collection@PAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@AAV0123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAV?$collection@PAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$less@PAV?$collection@PAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@PAVnode@123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAVGraphOptimizerObject@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$less@PAVGraphOptimizerObject@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@PAVnode@123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAVInstruction@VS_GRAPH_OPTIMIZER@XGRAPHICS@@UInstructionLess@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@AAV0123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAVInstruction@VS_GRAPH_OPTIMIZER@XGRAPHICS@@UInstructionLess@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@AAVconst_iterator@123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAVInstruction@VS_GRAPH_OPTIMIZER@XGRAPHICS@@UInstructionLess@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@PAVnode@123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAVReader@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$less@PAVReader@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@AAV0123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAVReader@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$less@PAVReader@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@PAVnode@123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$less@PAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@AAV0123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@PAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$less@PAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@PAVnode@123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@V?$pair@HPAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$pair_less@V?$pair@HPAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@AAV0123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$set@V?$pair@HPAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@U?$pair_less@V?$pair@HPAVRegister@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@@23@@VS_GRAPH_OPTIMIZER@XGRAPHICS@@QAE@PAVnode@123@@Z	0x00000000	0x00000000	1	xgraphicsd	instructiongraph.obj
??0iterator@?$vector@U?$pair@HH@std@@V?$allocator@U?$pair@HH@std@@@2@@std@@QAE@PAU?$pair@HH@2@@Z	0x006614E0	0x007FEFD0	1		game.o
??0iterator@?$vector@UApsDebugLine@ApsGameClient@@V?$allocator@UApsDebugLine@ApsGameClient@@@std@@@std@@QAE@PAUApsDebugLine@ApsGameClient@@@Z	0x006ED800	0x008ADC20	1		render.o
??0iterator@?$vector@UApsDebugSphere@ApsGameClient@@V?$allocator@UApsDebugSphere@ApsGameClient@@@std@@@std@@QAE@PAUApsDebugSphere@ApsGameClient@@@Z	0x006ED7E0	0x008ADBA0	1		render.o
??0iterator@?$vector@UDecalSet@DynamicDecalMgr@@V?$allocator@UDecalSet@DynamicDecalMgr@@@std@@@std@@QAE@PAUDecalSet@DynamicDecalMgr@@@Z	0x006ED820	0x008ADCA0	1		render.o
??0iterator@?$vector@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@std@@QAE@PAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@2@@Z	0x004E5070	0x0061EAA0	1		core.o
??0iterator@?$vector@Viterator@?$list@U?$pair@$$CBHV?$ae_fixed_string@$0CA@E@@@std@@V?$allocator@U?$pair@$$CBHV?$ae_fixed_string@$0CA@E@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBHV?$ae_fixed_string@$0CA@E@@@std@@V?$allocator@U?$pair@$$CBHV?$ae_fixed_string@$0CA@E@@@std@@@2@@std@@@3@@std@@QAE@PAV0?$list@U?$pair@$$CBHV?$ae_fixed_string@$0CA@E@@@std@@V?$allocator@U?$pair@$$CBHV?$ae_fixed_string@$0CA@E@@@std@@@2@@2@@Z	0x005EF270	0x0076B400	1		scr.o
??0iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@std@@@3@@std@@QAE@PAV0?$list@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Ventity@Broc@@@std@@@2@@2@@Z	0x00984440	0x00C32EA0	1	MPBrocCore_xboxd	mp_util_wad.o
??0iterator@?$vector@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@std@@@3@@std@@QAE@PAV0?$list@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@V?$allocator@U?$pair@$$CBUHashStr@@Vstring@Broc@@@std@@@2@@2@@Z	0x00984510	0x00C32F70	1	MPBrocCore_xboxd	mp_util_wad.o
??0iterator@?$vector@Viterator@?$list@U?$pair@$$CB_KUbfloat@@@std@@V?$allocator@U?$pair@$$CB_KUbfloat@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CB_KUbfloat@@@std@@V?$allocator@U?$pair@$$CB_KUbfloat@@@std@@@2@@std@@@3@@std@@QAE@PAV0?$list@U?$pair@$$CB_KUbfloat@@@std@@V?$allocator@U?$pair@$$CB_KUbfloat@@@std@@@2@@2@@Z	0x00000000	0x00000000	1	mp_level.xboxd	mp_level_wad.o
??0iterator@?$vector@Viterator@?$list@U?$pair@$$CB_KUbint@@@std@@V?$allocator@U?$pair@$$CB_KUbint@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CB_KUbint@@@std@@V?$allocator@U?$pair@$$CB_KUbint@@@std@@@2@@std@@@3@@std@@QAE@PAV0?$list@U?$pair@$$CB_KUbint@@@std@@V?$allocator@U?$pair@$$CB_KUbint@@@std@@@2@@2@@Z	0x00000000	0x00000000	1	mp_level.xboxd	mp_level_wad.o
??0iterator@?$vector@Viterator@?$list@U?$pair@$$CB_KVpathnode@Broc@@@std@@V?$allocator@U?$pair@$$CB_KVpathnode@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CB_KVpathnode@Broc@@@std@@V?$allocator@U?$pair@$$CB_KVpathnode@Broc@@@std@@@2@@std@@@3@@std@@QAE@PAV0?$list@U?$pair@$$CB_KVpathnode@Broc@@@std@@V?$allocator@U?$pair@$$CB_KVpathnode@Broc@@@std@@@2@@2@@Z	0x00000000	0x00000000	1	mp_level.xboxd	mp_level_wad.o
??0iterator@?$vector@Viterator@?$list@U?$pair@$$CB_KVstring@Broc@@@std@@V?$allocator@U?$pair@$$CB_KVstring@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CB_KVstring@Broc@@@std@@V?$allocator@U?$pair@$$CB_KVstring@Broc@@@std@@@2@@std@@@3@@std@@QAE@PAV0?$list@U?$pair@$$CB_KVstring@Broc@@@std@@V?$allocator@U?$pair@$$CB_KVstring@Broc@@@std@@@2@@2@@Z	0x00000000	0x00000000	1	mp_level.xboxd	mp_level_wad.o
??0iterator@?$vector@Viterator@?$list@U?$pair@$$CB_KVvehiclenode@Broc@@@std@@V?$allocator@U?$pair@$$CB_KVvehiclenode@Broc@@@std@@@2@@std@@V?$allocator@Viterator@?$list@U?$pair@$$CB_KVvehiclenode@Broc@@@std@@V?$allocator@U?$pair@$$CB_KVvehiclenode@Broc@@@std@@@2@@std@@@3@@std@@QAE@PAV0?$list@U?$pair@$$CB_KVvehiclenode@Broc@@@std@@V?$allocator@U?$pair@$$CB_KVvehiclenode@Broc@@@std@@@2@@2@@Z	0x00000000	0x00000000	1	mp_level.xboxd	mp_level_wad.o
??0jqBatch@@QAE@XZ	0x006EBC20	0x008A10A0	1		render.o
??0jqModule@@QAE@P6AXPAUjqBatch@@@ZPBD@Z	0x006E7750	0x008B2720	1		render.o
??0leafList_s@@QAE@XZ	0x0065BCF0	0x007C00E0	1		game.o
??0length_error@std@@QAE@ABV01@@Z	0x004E9E30	0x0061EB70	1		core.o
??0length_error@std@@QAE@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@@Z	0x004E9AB0	0x0061E300	1		core.o
??0level_locals_t@@QAE@XZ	0x004B22D0	0x005DB130	1		g.o
??0locTraceWork_t@@QAE@XZ	0x006601E0	0x007C43D0	1		game.o
??0localEntity_t@@QAE@XZ	0x006BBBD0	0x00876480	1		cg.o
??0local_physic_s@@QAE@XZ	0x004B0B60	0x005DD8A0	1		g.o
??0logic_error@std@@QAE@ABV01@@Z	0x004E9DB0	0x0061EBB0	1		core.o
??0logic_error@std@@QAE@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@@Z	0x004E9A30	0x0061E340	1		core.o
??0mat3_t@@QAE@ABVidVec3@@00@Z	0x004DF0E0	0x00623620	1		core.o
??0mat3_t@@QAE@XZ	0x004DF0D0	0x005FCB20	1		core.o
??0mem_heap_context@@QAE@PAUmem_heap@@@Z	0x007BBDF0	0x009AE160	1	mem_mp_xboxr	mem_lib.o
??0mem_info@@QAE@PAEH@Z	0x006631E0	0x00809DE0	1		streamer.o
??0motor_info@?A0x259e6277@@QAE@XZ	0x007E1A90	0x009EB4E0	1	controller_xboxr	controller_xbox.o
??0moveclip_t@@QAE@XZ	0x00528210	0x0066A210	1		sv.o
??0mpAnimJointBoneHandles_t@@QAE@XZ	0x00518CD0	0x006497D0	1		game2.o
??0mpAnimJointPosOrientations_t@@QAE@XZ	0x00518CC0	0x00649740	1		game2.o
??0mp_plane@_mp_airplanes@@QAE@ABU01@@Z	0x00934D50	0x00BE37B0	1	MPBrocCore_xboxd	mp_util_wad.o
??0mp_plane@_mp_airplanes@@QAE@XZ	0x00934AD0	0x00BE3530	1	MPBrocCore_xboxd	mp_util_wad.o
??0nalAnimCache@@QAE@XZ	0x00854390	0x00A93490	1	nal_xboxr	nal_init.o
??0nalAnimCallback@AnimationPlayer@@QAE@XZ	0x00539EB0	0x00684BE0	1		anim.o
??0nalAnimHeap@@QAE@XZ	0x00854C90	0x00A934E0	1	nal_xboxr	nal_init.o
??0nalAnimState@AnimationPlayer@@QAE@XZ	0x00539F20	0x00693320	1		anim.o
??0nalBasePose@@IAE@PBVnalBaseSkeleton@@H@Z	0x00868BD0	0x00AC5280	1	nal_xboxr	nal_generic.o
??0nalBasePose@@IAE@XZ	0x008542D0	0x00A93DF0	1	nal_xboxr	nal_init.o
??0nalBasePoseBlender@@IAE@PBVnalBaseSkeleton@@@Z	0x0055E420	0x006B4100	1		anim.o
??0nalBaseSkeleton@@QAE@XZ	0x00854930	0x00A938F0	1	nal_xboxr	nal_init.o
??0nalClientSceneAnim@@QAE@XZ	0x0055EA20	0x006A4F00	1		anim.o
??0nalComponentBase@@QAE@XZ	0x0055EDC0	0x006B7DD0	1		anim.o
??0nalComponentEntropyFloat1@@QAE@W4nalRegisterKey@@@Z	0x00866F00	0x00A95C40	1	nal_xboxr	nal_init.o
??0nalComponentEntropyFloat3@@QAE@W4nalRegisterKey@@@Z	0x00867080	0x00A9D420	1	nal_xboxr	nal_init.o
??0nalComponentEntropyFloat4@@QAE@W4nalRegisterKey@@@Z	0x00867280	0x00AA4F60	1	nal_xboxr	nal_init.o
??0nalComponentEntropyPO@@QAE@W4nalRegisterKey@@@Z	0x00867680	0x00AB7BC0	1	nal_xboxr	nal_init.o
??0nalComponentEntropyQuat@@QAE@W4nalRegisterKey@@@Z	0x00867480	0x00AAFCD0	1	nal_xboxr	nal_init.o
??0nalComponentEntropyTrajectoryPO@@QAE@W4nalRegisterKey@@@Z	0x00867780	0x00ABB6A0	1	nal_xboxr	nal_init.o
??0nalComponentEnum@@QAE@PBUnalComponentInfo@nalGeneric@@PAPBXPBVnalGenericAnim@2@1@Z	0x00868CA0	0x00AC21F0	1	nal_xboxr	nal_generic.o
??0nalComponentFloat1Base@@QAE@XZ	0x00854EE0	0x00A96060	1	nal_xboxr	nal_init.o
??0nalComponentFloat3@@QAE@W4nalRegisterKey@@@Z	0x00867000	0x00A9B800	1	nal_xboxr	nal_init.o
??0nalComponentFloat3Base@@QAE@XZ	0x00854F50	0x00A9BBC0	1	nal_xboxr	nal_init.o
??0nalComponentFloat4@@QAE@W4nalRegisterKey@@@Z	0x00867200	0x00AA3340	1	nal_xboxr	nal_init.o
??0nalComponentFloat4Base@@QAE@XZ	0x00854FC0	0x00AA3700	1	nal_xboxr	nal_init.o
??0nalComponentIKSpinBase@@QAE@XZ	0x00855110	0x00AAB4F0	1	nal_xboxr	nal_init.o
??0nalComponentInitList@@QAE@PBDABVnalComponentBase@@@Z	0x0055E7D0	0x006B94E0	1		anim.o
??0nalComponentPO@@QAE@W4nalRegisterKey@@@Z	0x00867600	0x00AB5FE0	1	nal_xboxr	nal_init.o
??0nalComponentPOBase@@QAE@XZ	0x008550A0	0x00AB63A0	1	nal_xboxr	nal_init.o
??0nalComponentPacked16EntropyFloat3@@QAE@W4nalRegisterKey@@@Z	0x00867180	0x00AA12A0	1	nal_xboxr	nal_init.o
??0nalComponentPacked16EntropyFloat4@@QAE@W4nalRegisterKey@@@Z	0x00867380	0x00AA8FA0	1	nal_xboxr	nal_init.o
??0nalComponentPacked16EntropyIKSpin@@QAE@W4nalRegisterKey@@@Z	0x00867800	0x00AAB0A0	1	nal_xboxr	nal_init.o
??0nalComponentPacked16EntropyQuat@@QAE@W4nalRegisterKey@@@Z	0x00867580	0x00AB3EF0	1	nal_xboxr	nal_init.o
??0nalComponentPacked8EntropyFloat3@@QAE@W4nalRegisterKey@@@Z	0x00867100	0x00A9F200	1	nal_xboxr	nal_init.o
??0nalComponentPacked8EntropyFloat4@@QAE@W4nalRegisterKey@@@Z	0x00867300	0x00AA6EA0	1	nal_xboxr	nal_init.o
??0nalComponentPacked8EntropyQuat@@QAE@W4nalRegisterKey@@@Z	0x00867500	0x00AB1CA0	1	nal_xboxr	nal_init.o
??0nalComponentPacked8Float1@@QAE@W4nalRegisterKey@@@Z	0x00866F80	0x00A99D10	1	nal_xboxr	nal_init.o
??0nalComponentQuat@@QAE@W4nalRegisterKey@@@Z	0x00867400	0x00AAE0B0	1	nal_xboxr	nal_init.o
??0nalComponentQuatBase@@QAE@XZ	0x00855030	0x00AAE470	1	nal_xboxr	nal_init.o
??0nalComponentRLE8Int1@@QAE@W4nalRegisterKey@@@Z	0x00866E80	0x00A93F50	1	nal_xboxr	nal_init.o
??0nalComponentSignalCounter@@QAE@W4nalRegisterKey@@@Z	0x00866E00	0x00A982C0	1	nal_xboxr	nal_init.o
??0nalComponentTrajectoryPO@@QAE@W4nalRegisterKey@@@Z	0x00867700	0x00AB9B30	1	nal_xboxr	nal_init.o
??0nalComponentU8Base@@QAE@XZ	0x00854E70	0x00A94340	1	nal_xboxr	nal_init.o
??0nalGenericAnim@nalGeneric@@QAE@W4nalRegisterKey@@@Z	0x00854BC0	0x00A93670	1	nal_xboxr	nal_init.o
??0nalGenericBoneHandle@nalGeneric@@IAE@PBVnalGenericSkeleton@1@H@Z	0x00518370	0x00648A40	1		game2.o
??0nalGenericBoneHandle@nalGeneric@@QAE@XZ	0x00518350	0x006488F0	1		game2.o
??0nalGenericInstance@nalGeneric@@QAE@PAVnalGenericAnim@1@PAVnalGenericSkeleton@1@@Z	0x0086E9D0	0x00AC2280	0	nal_xboxr	nal_generic.o
??0nalGenericPose@nalGeneric@@IAE@XZ	0x008549D0	0x00A939F0	1	nal_xboxr	nal_init.o
??0nalGenericPose@nalGeneric@@QAE@ABV01@_N@Z	0x0086E740	0x00ABE040	0	nal_xboxr	nal_generic.o
??0nalGenericPose@nalGeneric@@QAE@PBVnalGenericSkeleton@1@H@Z	0x0086E660	0x00ABDE30	0	nal_xboxr	nal_generic.o
??0nalGenericPoseBlender@nalGeneric@@QAE@PBVnalGenericSkeleton@1@@Z	0x005600B0	0x006A2DC0	1		anim.o
??0nalGenericSkeleton@nalGeneric@@QAE@W4nalRegisterKey@@@Z	0x008549E0	0x00A93870	1	nal_xboxr	nal_init.o
??0nalHeap@@QAE@XZ	0x004DF380	0x00612670	1		core.o
??0nalIKSpin@@QAE@ABVQuaternion@math@@0F@Z	0x00868B60	0x00AAD3F0	1	nal_xboxr	nal_generic.o
??0nalIKSpin@@QAE@XZ	0x00868B50	0x00AC15A0	1	nal_xboxr	nal_generic.o
??0nalInitList@@QAE@XZ	0x0055E480	0x006B9530	1		anim.o
??0nalInitListAnimType@@QAE@ABVtlFixedString@@PAX1@Z	0x008542E0	0x00A93E30	1	nal_xboxr	nal_init.o
??0nalInstanceClass@?$nalAnimClass@VnalAnyPose@@@@QAE@PAV1@PBVnalBaseSkeleton@@@Z	0x0055E5A0	0x0068CF30	1		anim.o
??0nalInstanceClass@?$nalAnimClass@VnalGenericPose@nalGeneric@@@@QAE@PAV1@PBVnalGenericSkeleton@nalGeneric@@@Z	0x0086F940	0x00AC5310	1	nal_xboxr	nal_generic.o
??0nalMatrix3x3@@QAE@ABVDir3@math@@00@Z	0x0086FC30	0x00AC54D0	1	nal_xboxr	nal_math.o
??0nalMatrix3x3@@QAE@XZ	0x005176D0	0x00647CF0	1		game2.o
??0nalMatrix4x4@@QAE@ABV0@@Z	0x00517E50	0x00648070	1		game2.o
??0nalMatrix4x4@@QAE@ABVQuaternion@math@@@Z	0x0051B3B0	0x006526A0	1		game2.o
??0nalMatrix4x4@@QAE@ABVVector4@math@@000@Z	0x004DD780	0x005F0A00	1		core.o
??0nalMatrix4x4@@QAE@ABVnalPositionOrientation@@@Z	0x00517F00	0x006480A0	1		game2.o
??0nalMatrix4x4@@QAE@XZ	0x004A9230	0x00553A20	1		g.o
??0nalPartialAnimState@AnimationPlayer@@QAE@XZ	0x00539F80	0x006932F0	1		anim.o
??0nalPlayMethod@AnimationPlayer@@QAE@XZ	0x004FA500	0x00644D00	0		game2.o
??0nalPositionOrientation@@QAE@ABVDir3@math@@ABVQuaternion@2@@Z	0x004A9670	0x00553AC0	1		g.o
??0nalPositionOrientation@@QAE@ABVnalMatrix4x4@@@Z	0x004A96D0	0x00553B30	1		g.o
??0nalPositionOrientation@@QAE@XZ	0x00517EF0	0x00649790	1		game2.o
??0nalQuaternion16@nalEntropyDecoder@@QAE@ABVQuaternion@math@@@Z	0x00866670	0x00AB4CB0	1	nal_xboxr	nal_init.o
??0nalQuaternion8@nalEntropyDecoder@@QAE@ABVQuaternion@math@@@Z	0x00865E40	0x00AB2AA0	1	nal_xboxr	nal_init.o
??0nalSceneAnimInstance@@IAE@PAVnalSceneAnim@@@Z	0x008733F0	0x00AC6E10	1	nal_xboxr	nal_stream.o
??0nalStaticInstance@@QAE@PAVnalSceneAnim@@P6APAVnalClientSceneAnim@@PBV1@ABVtlFixedString@@PAX@Z3@Z	0x00878330	0x00AD3400	1	nal_xboxr	nal_sceneanim.o
??0nalStreamInstance@@QAE@HP6APAVnalClientSceneAnim@@PBVnalSceneAnim@@ABVtlFixedString@@PAX@Z2W4nflFileID@@HH@Z	0x00873470	0x00AC6D60	1	nal_xboxr	nal_stream.o
??0nalVirtual@@QAE@XZ	0x00518230	0x00648C00	1		game2.o
??0nflInitParams@@QAE@XZ	0x00681820	0x00815EB0	1		streamer.o
??0nflRequestParams@@QAE@XZ	0x0082A4E0	0x00A538D0	1	nfl_xboxr	nfl_common.o
??0nflStreamParams@@QAE@XZ	0x0082A770	0x00A56B60	1	nfl_xboxr	nfl_system.o
??0nglDebugLineNode@@QAE@XZ	0x00836180	0x00A67F00	0	ngl_xboxr	ngl_debug.o
??0nglDebugTriNode@@QAE@XZ	0x008393C0	0x00A6ABB0	1	ngl_xboxr	ngl_debug.o
??0nglDicLightInfo@@QAE@XZ	0x008471C0	0x00A7C030	1	ngl_xboxr	ngl_lighting.o
??0nglDirLightInfo@@QAE@XZ	0x007D0940	0x009D19A0	1	render_xboxr	cdGlassShader.o
??0nglDisplayModeType@@QAE@HH_N0I@Z	0x00840E50	0x00A760D0	1	ngl_xboxr	ngl_dx_core.o
??0nglDisplayModeType@@QAE@XZ	0x00840F00	0x00A76B50	1	ngl_xboxr	ngl_internal.o
??0nglDummyRenderNode@@QAE@XZ	0x0083E250	0x00A73BE0	1	ngl_xboxr	ngl_scene.o
??0nglDxTexCacheClass@@QAE@XZ	0x00841EB0	0x00A79010	1	ngl_xboxr	ngl_dx_texture.o
??0nglEmptyShader@@QAE@XZ	0x008445D0	0x00A7A700	1	ngl_xboxr	ngl_mesh.o
??0nglLightContext@@QAE@XZ	0x00847120	0x00A7BC40	1	ngl_xboxr	ngl_lighting.o
??0nglListAllocMarker@@QAE@XZ	0x00839AA0	0x00A71D80	1	ngl_xboxr	ngl_scene.o
??0nglMeshParams@@QAE@I@Z	0x006E7AE0	0x0089C240	1		render.o
??0nglMeshParams@@QAE@XZ	0x006E7AD0	0x0087F500	1		render.o
??0nglParamSet@@IAE@XZ	0x0065B680	0x007EC040	1		game.o
??0nglPointLightInfo@@QAE@XZ	0x007CD360	0x009CB4F0	1	render_xboxr	cdDynamicDecalShader.o
??0nglQuadNode@@QAE@XZ	0x0083FCC0	0x00A73E20	1	ngl_xboxr	ngl_quad.o
??0nglRenderCallbackNode@@QAE@XZ	0x0083E4D0	0x00A6C540	1	ngl_xboxr	ngl_scene.o
??0nglRenderNode@@QAE@XZ	0x006BBE10	0x00855610	1		cg.o
??0nglRenderNode_Vtbl@@QAE@XZ	0x006BB660	0x00855740	1		cg.o
